match_id,source,source_match_url,first_game_id,event_id,event_name,match_date,match_time,league_slug,stage,patch,team1_id,team1,team1_logo,team2_id,team2,team2_logo,score1,score2,winner,bo,status,fetched_at
lol_115615924499588605,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-11,2026-04-11 09:00:00,lpl,Week 2,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,0,2,Invictus Gaming,3,completed,2026-05-01 18:31:32
lol_115615924499588615,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-11,2026-04-11 11:00:00,lpl,Week 2,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,2,0,TOP ESPORTS,3,completed,2026-05-01 18:31:32
lol_115615924499588643,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-12,2026-04-12 09:00:00,lpl,Week 2,,oh_my_god,Oh My God,https://static.lolesports.com/teams/1686821355861_OMG_2023_logo-01.png,lgd_gaming,LGD GAMING,https://static.lolesports.com/teams/LGD-FullonDark-1.png,1,2,LGD GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588599,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-12,2026-04-12 11:00:00,lpl,Week 2,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,0,2,BILIBILI GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588659,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-15,2026-04-15 09:00:00,lpl,Week 3,,ultra_prime,Ultra Prime,https://static.lolesports.com/teams/ultraprime.png,thunder_talk_gaming,THUNDER TALK GAMING,https://static.lolesports.com/teams/TT-FullonDark.png,0,2,THUNDER TALK GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588609,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-15,2026-04-15 11:00:00,lpl,Week 3,,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,1,2,WeiboGaming,3,completed,2026-05-01 18:31:32
lol_115615924499588583,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-16,2026-04-16 09:00:00,lpl,Week 3,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,2,Anyone's Legend,3,completed,2026-05-01 18:31:32
lol_115615924499588597,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-16,2026-04-16 11:00:00,lpl,Week 3,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,2,0,TOP ESPORTS,3,completed,2026-05-01 18:31:32
lol_115615924499588655,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-17,2026-04-17 09:00:00,lpl,Week 3,,thunder_talk_gaming,THUNDER TALK GAMING,https://static.lolesports.com/teams/TT-FullonDark.png,oh_my_god,Oh My God,https://static.lolesports.com/teams/1686821355861_OMG_2023_logo-01.png,2,1,THUNDER TALK GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588611,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-17,2026-04-17 11:00:00,lpl,Week 3,,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,2,0,Shenzhen NINJAS IN PYJAMAS,3,completed,2026-05-01 18:31:32
lol_115615924499588589,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-18,2026-04-18 09:00:00,lpl,Week 3,,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,1,2,BILIBILI GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588617,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-18,2026-04-18 11:00:00,lpl,Week 3,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,1,2,Beijing JDG Esports,3,completed,2026-05-01 18:31:32
lol_115615926677896659,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-19,2026-04-19 09:00:00,lpl,Week 3,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,2,0,TOP ESPORTS,3,completed,2026-05-01 18:31:32
lol_115615924499588575,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-19,2026-04-19 11:00:00,lpl,Week 3,,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,2,0,BILIBILI GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588627,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-22,2026-04-22 09:00:00,lpl,Week 4,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,2,0,WeiboGaming,3,completed,2026-05-01 18:31:32
lol_115615924499588581,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-22,2026-04-22 11:00:00,lpl,Week 4,,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,2,Anyone's Legend,3,completed,2026-05-01 18:31:32
lol_115615924499588631,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-23,2026-04-23 09:00:00,lpl,Week 4,,lgd_gaming,LGD GAMING,https://static.lolesports.com/teams/LGD-FullonDark-1.png,edward_gaming,EDWARD GAMING,https://static.lolesports.com/teams/1631819297476_edg-2021-worlds.png,2,0,LGD GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588593,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-23,2026-04-23 11:00:00,lpl,Week 4,,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,2,0,Shenzhen NINJAS IN PYJAMAS,3,completed,2026-05-01 18:31:32
lol_115615924499588649,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-24,2026-04-24 09:00:00,lpl,Week 4,,oh_my_god,Oh My God,https://static.lolesports.com/teams/1686821355861_OMG_2023_logo-01.png,suzhou_lng_esports,Suzhou LNG Esports,https://static.lolesports.com/teams/1717487697003_LNGlogo.png,0,2,Suzhou LNG Esports,3,completed,2026-05-01 18:31:32
lol_115615924499588601,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-24,2026-04-24 11:00:00,lpl,Week 4,,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,2,0,Beijing JDG Esports,3,completed,2026-05-01 18:31:32
lol_115615924499588621,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-25,2026-04-25 07:00:00,lpl,Week 4,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,2,0,TOP ESPORTS,3,completed,2026-05-01 18:31:32
lol_115615924499588613,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-25,2026-04-25 09:00:00,lpl,Week 4,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,0,2,Beijing JDG Esports,3,completed,2026-05-01 18:31:32
lol_115615926677831083,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-25,2026-04-25 11:00:00,lpl,Week 4,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,1,2,Anyone's Legend,3,completed,2026-05-01 18:31:32
lol_115615924499588647,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-26,2026-04-26 09:00:00,lpl,Week 4,,ultra_prime,Ultra Prime,https://static.lolesports.com/teams/ultraprime.png,lgd_gaming,LGD GAMING,https://static.lolesports.com/teams/LGD-FullonDark-1.png,2,0,Ultra Prime,3,completed,2026-05-01 18:31:32
lol_115615926677896643,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-26,2026-04-26 11:00:00,lpl,Week 4,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,0,2,BILIBILI GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588577,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-28,2026-04-28 09:00:00,lpl,Week 5,,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,2,Anyone's Legend,3,completed,2026-05-01 18:31:32
lol_115615924499588629,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-28,2026-04-28 11:00:00,lpl,Week 5,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,0,2,WeiboGaming,3,completed,2026-05-01 18:31:32
lol_115615926677896667,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-29,2026-04-29 09:00:00,lpl,Week 5,,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,2,0,Beijing JDG Esports,3,completed,2026-05-01 18:31:32
lol_115615926677896635,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-29,2026-04-29 11:00:00,lpl,Week 5,,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,2,0,BILIBILI GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588645,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-30,2026-04-30 09:00:00,lpl,Week 5,,thunder_talk_gaming,THUNDER TALK GAMING,https://static.lolesports.com/teams/TT-FullonDark.png,lgd_gaming,LGD GAMING,https://static.lolesports.com/teams/LGD-FullonDark-1.png,1,2,LGD GAMING,3,completed,2026-05-01 18:31:32
lol_115615924499588639,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-04-30,2026-04-30 11:00:00,lpl,Week 5,,edward_gaming,EDWARD GAMING,https://static.lolesports.com/teams/1631819297476_edg-2021-worlds.png,ultra_prime,Ultra Prime,https://static.lolesports.com/teams/ultraprime.png,2,1,EDWARD GAMING,3,completed,2026-05-01 18:31:32
lol_115615926677831079,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-01,2026-05-01 09:00:00,lpl,Week 5,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,1,Anyone's Legend,3,inProgress,2026-05-01 18:31:32
lol_115615926677896663,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-01,2026-05-01 11:00:00,lpl,Week 5,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896671,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-02,2026-05-02 07:00:00,lpl,Week 5,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677962239,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-02,2026-05-02 09:00:00,lpl,Week 5,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677831063,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-02,2026-05-02 11:00:00,lpl,Week 5,,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615924499588651,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-03,2026-05-03 09:00:00,lpl,Week 5,,thunder_talk_gaming,THUNDER TALK GAMING,https://static.lolesports.com/teams/TT-FullonDark.png,suzhou_lng_esports,Suzhou LNG Esports,https://static.lolesports.com/teams/1717487697003_LNGlogo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896631,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-03,2026-05-03 11:00:00,lpl,Week 5,,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896655,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-06,2026-05-06 09:00:00,lpl,Week 6,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896675,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-06,2026-05-06 11:00:00,lpl,Week 6,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896699,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-07,2026-05-07 09:00:00,lpl,Week 6,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677831071,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-07,2026-05-07 11:00:00,lpl,Week 6,,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615924499588653,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-08,2026-05-08 09:00:00,lpl,Week 6,,ultra_prime,Ultra Prime,https://static.lolesports.com/teams/ultraprime.png,suzhou_lng_esports,Suzhou LNG Esports,https://static.lolesports.com/teams/1717487697003_LNGlogo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896627,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-08,2026-05-08 11:00:00,lpl,Week 6,,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896651,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-09,2026-05-09 09:00:00,lpl,Week 6,,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896695,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-09,2026-05-09 11:00:00,lpl,Week 6,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896691,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-10,2026-05-10 09:00:00,lpl,Week 6,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677831067,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-10,2026-05-10 11:00:00,lpl,Week 6,,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896687,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-12,2026-05-12 09:00:00,lpl,Week 7,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896623,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-12,2026-05-12 11:00:00,lpl,Week 7,,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615924499588635,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-13,2026-05-13 09:00:00,lpl,Week 7,,oh_my_god,Oh My God,https://static.lolesports.com/teams/1686821355861_OMG_2023_logo-01.png,edward_gaming,EDWARD GAMING,https://static.lolesports.com/teams/1631819297476_edg-2021-worlds.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677831075,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-13,2026-05-13 11:00:00,lpl,Week 7,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615924499588641,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-14,2026-05-14 09:00:00,lpl,Week 7,,suzhou_lng_esports,Suzhou LNG Esports,https://static.lolesports.com/teams/1717487697003_LNGlogo.png,lgd_gaming,LGD GAMING,https://static.lolesports.com/teams/LGD-FullonDark-1.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896679,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-14,2026-05-14 11:00:00,lpl,Week 7,,weibogaming,WeiboGaming,https://static.lolesports.com/teams/1641202879910_3.png,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615924499588657,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-15,2026-05-15 09:00:00,lpl,Week 7,,ultra_prime,Ultra Prime,https://static.lolesports.com/teams/ultraprime.png,oh_my_god,Oh My God,https://static.lolesports.com/teams/1686821355861_OMG_2023_logo-01.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896639,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-15,2026-05-15 11:00:00,lpl,Week 7,,top_esports,TOP ESPORTS,https://static.lolesports.com/teams/1592592064571_TopEsportsTES-01-FullonDark.png,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615924499588637,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-16,2026-05-16 09:00:00,lpl,Week 7,,thunder_talk_gaming,THUNDER TALK GAMING,https://static.lolesports.com/teams/TT-FullonDark.png,edward_gaming,EDWARD GAMING,https://static.lolesports.com/teams/1631819297476_edg-2021-worlds.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896683,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-16,2026-05-16 11:00:00,lpl,Week 7,,xi_an_team_we,Xi'an Team WE,https://static.lolesports.com/teams/1634763008788_220px-Team_WE_logo.png,shenzhen_ninjas_in_pyjamas,Shenzhen NINJAS IN PYJAMAS,https://static.lolesports.com/teams/1673425724696_NIP-Symbol-RGB-NeonYellow1.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677896647,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-17,2026-05-17 09:00:00,lpl,Week 7,,beijing_jdg_esports,Beijing JDG Esports,https://static.lolesports.com/teams/1627457924722_29.png,invictus_gaming,Invictus Gaming,https://static.lolesports.com/teams/1634762917340_300px-Invictus_Gaming_logo.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115615926677568915,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-17,2026-05-17 11:00:00,lpl,Week 7,,bilibili_gaming,BILIBILI GAMING,https://static.lolesports.com/teams/1682322954525_Bilibili_Gaming_logo_20211.png,anyone_s_legend,Anyone's Legend,https://static.lolesports.com/teams/1641199582689_.png,0,0,,3,unstarted,2026-05-01 18:31:32
lol_115616219464541883,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-21,2026-05-21 09:00:00,lpl,Play-Ins,,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,,,,5,unstarted,2026-05-01 18:31:32
lol_115616219464541889,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-22,2026-05-22 09:00:00,lpl,Play-Ins,,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,,,,5,unstarted,2026-05-01 18:31:32
lol_115616219464541895,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-23,2026-05-23 09:00:00,lpl,Play-Ins,,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,,,,5,unstarted,2026-05-01 18:31:32
lol_115616219464541901,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-24,2026-05-24 09:00:00,lpl,Play-Ins,,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,,,,5,unstarted,2026-05-01 18:31:32
lol_115616219464541907,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-28,2026-05-28 09:00:00,lpl,Playoffs,,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,,,,5,unstarted,2026-05-01 18:31:32
lol_115616219464541913,lolesports,https://lolesports.com/schedule?leagues=lpl,,lpl_2026,LPL 2026,2026-05-29,2026-05-29 09:00:00,lpl,Playoffs,,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,tbd,TBD,https://static.lolesports.com/teams/team-tbd.png,,,,5,unstarted,2026-05-01 18:31:32
